"group","nfeatures","ndims","resolution","silhouette","modularity"
"M",500,8,0.76,0.102159507702262,0.328819277866172
"M",500,8,0.78,0.0815475232226302,0.334613082607237
"M",500,8,0.8,0.0815475232226302,0.334613082607237
"M",500,8,0.82,0.086277354915391,0.335341148020299
"M",500,8,0.84,0.0815475232226302,0.334613082607237
"M",500,8,0.86,0.0879626242029353,0.335604495020727
"M",500,8,0.88,0.0879626242029353,0.335604495020727
"M",500,8,0.9,0.0896530952895742,0.335433681946871
"M",500,8,0.92,0.0896530952895742,0.335433681946871
"M",500,8,0.94,0.0886743249874211,0.33412790003661
"M",500,8,0.96,0.0896530952895742,0.335433681946871
"M",500,8,0.98,0.0956517191471707,0.329996632804172
"M",500,8,1,0.0956517191471707,0.329996632804172
"M",500,10,0.02,NA,NA
"M",500,10,0.04,NA,NA
"M",500,10,0.06,NA,NA
"M",500,10,0.08,NA,NA
"M",500,10,0.1,NA,NA
"M",500,10,0.12,NA,NA
"M",500,10,0.14,NA,NA
"M",500,10,0.16,NA,NA
"M",500,10,0.18,NA,NA
"M",500,10,0.2,NA,NA
"M",500,10,0.22,NA,NA
"M",500,10,0.24,NA,NA
"M",500,10,0.26,NA,NA
"M",500,10,0.28,NA,NA
"M",500,10,0.3,NA,NA
"M",500,10,0.32,NA,NA
"M",500,10,0.34,NA,NA
"M",500,10,0.36,NA,NA
"M",500,10,0.38,NA,NA
"M",500,10,0.4,NA,NA
"M",500,10,0.42,0.0763334545847159,0.247866077504514
"M",500,10,0.44,0.0763334545847159,0.247866077504514
"M",500,10,0.46,0.0763334545847159,0.247866077504514
"M",500,10,0.48,0.0763334545847159,0.247866077504514
"M",500,10,0.5,0.0763334545847159,0.247866077504514
"M",500,10,0.52,0.0763334545847159,0.247866077504514
"M",500,10,0.54,0.0763334545847159,0.247866077504514
"M",500,10,0.56,0.0763334545847159,0.247866077504514
"M",500,10,0.58,0.0763334545847159,0.247866077504514
"M",500,10,0.6,0.0775641403328873,0.265763641506843
"M",500,10,0.62,0.077606552917289,0.265152123056523
"M",500,10,0.64,0.0776585593526529,0.267928016935121
"M",500,10,0.66,0.0845932767530116,0.283910418798065
"M",500,10,0.68,0.0839465576318817,0.283770844642652
"M",500,10,0.7,0.0839465576318817,0.283770844642652
"M",500,10,0.72,0.0839465576318817,0.283770844642652
"M",500,10,0.74,0.0797190022490239,0.296055067351543
"M",500,10,0.76,0.0797190022490239,0.296055067351543
"M",500,10,0.78,0.0798228003482587,0.295927415300982
"M",500,10,0.8,0.0809180814856201,0.295934921059215
"M",500,10,0.82,0.0809180814856201,0.295934921059215
"M",500,10,0.84,0.0809180814856201,0.295934921059215
"M",500,10,0.86,0.0809180814856201,0.295934921059215
"M",500,10,0.88,0.0800765353689607,0.295389796749889
"M",500,10,0.9,0.0812047377041531,0.295616704893152
"M",500,10,0.92,0.0765842823840454,0.293460286561545
"M",500,10,0.94,0.0761291639653045,0.295725973929112
"M",500,10,0.96,0.0790236803973755,0.290507610186663
"M",500,10,0.98,0.07875789650966,0.291795093702937
"M",500,10,1,0.0770756913433162,0.291035335399185
"M",600,4,0.02,NA,NA
"M",600,4,0.04,NA,NA
"M",600,4,0.06,NA,NA
"M",600,4,0.08,NA,NA
"M",600,4,0.1,NA,NA
"M",600,4,0.12,NA,NA
"M",600,4,0.14,NA,NA
"M",600,4,0.16,NA,NA
"M",600,4,0.18,NA,NA
"M",600,4,0.2,NA,NA
"M",600,4,0.22,NA,NA
"M",600,4,0.24,NA,NA
"M",600,4,0.26,0.173936099592669,0.282682713069443
"M",600,4,0.28,0.173936099592669,0.282682713069443
"M",600,4,0.3,0.0974655738928334,0.335753689153109
"M",600,4,0.32,0.0978058694667755,0.337896689327398
"M",600,4,0.34,0.0978058694667755,0.337896689327398
"M",600,4,0.36,0.0978058694667755,0.337896689327398
"M",600,4,0.38,0.0978058694667755,0.337896689327398
"M",600,4,0.4,0.0953907287749347,0.342514876056527
"M",600,4,0.42,0.133444065653735,0.409594967822702
"M",600,4,0.44,0.133444065653735,0.409594967822702
"M",600,4,0.46,0.133444065653735,0.409594967822702
"M",600,4,0.48,0.133444065653735,0.409594967822702
"M",600,4,0.5,0.133444065653735,0.409594967822702
"M",600,4,0.52,0.133444065653735,0.409594967822702
"M",600,4,0.54,0.133444065653735,0.409594967822702
"M",600,4,0.56,0.136576550028859,0.414028941603223
"M",600,4,0.58,0.136576550028859,0.414028941603223
"M",600,4,0.6,0.136576550028859,0.414028941603223
"M",600,4,0.62,0.133486154466515,0.409870808010344
"M",600,4,0.64,0.150494451296187,0.415851575119951
"M",600,4,0.66,0.154096286153192,0.421260529731909
"M",600,4,0.68,0.150494451296187,0.415851575119951
"M",600,4,0.7,0.150489244612817,0.419747028410526
"M",600,4,0.72,0.154517016851032,0.4210544670478
"M",600,4,0.74,0.156668231482613,0.420742684214899
"M",600,4,0.76,0.156668231482613,0.420742684214899
"M",600,4,0.78,0.156668231482613,0.420742684214899
"M",600,4,0.8,0.156668231482613,0.420742684214899
"M",600,4,0.82,0.156668231482613,0.420742684214899
"M",600,4,0.84,0.156668231482613,0.420742684214899
"M",600,4,0.86,0.156668231482613,0.420742684214899
"M",600,4,0.88,0.156668231482613,0.420742684214899
"M",600,4,0.9,0.156668231482613,0.420742684214899
"M",600,4,0.92,0.159892219957812,0.410642499784811
"M",600,4,0.94,0.159892219957812,0.410642499784811
"M",600,4,0.96,0.159892219957812,0.410642499784811
"M",600,4,0.98,0.148244111648176,0.413383403212339
"M",600,4,1,0.157454884329926,0.408223235320871
"M",600,5,0.02,NA,NA
"M",600,5,0.04,NA,NA
"M",600,5,0.06,NA,NA
"M",600,5,0.08,NA,NA
"M",600,5,0.1,NA,NA
"M",600,5,0.12,NA,NA
"M",600,5,0.14,NA,NA
"M",600,5,0.16,NA,NA
"M",600,5,0.18,NA,NA
"M",600,5,0.2,NA,NA
"M",600,5,0.22,NA,NA
"M",600,5,0.24,NA,NA
"M",600,5,0.26,NA,NA
"M",600,5,0.28,NA,NA
"M",600,5,0.3,NA,NA
"M",600,5,0.32,NA,NA
"M",600,5,0.34,0.124528885746787,0.292988360883005
"M",600,5,0.36,0.136653449779806,0.260301360058647
"M",600,5,0.38,0.126186148177945,0.296317116401174
"M",600,5,0.4,0.126186148177945,0.296317116401174
"M",600,5,0.42,0.126186148177945,0.296317116401174
"M",600,5,0.44,0.124528885746787,0.292988360883005
"M",600,5,0.46,0.125829000763612,0.356082701843476
"M",600,5,0.48,0.11831515956498,0.387065986704621
"M",600,5,0.5,0.11831515956498,0.387065986704621
"M",600,5,0.52,0.11831515956498,0.387065986704621
"M",600,5,0.54,0.11831515956498,0.387065986704621
"M",600,5,0.56,0.11831515956498,0.387065986704621
"M",600,5,0.58,0.11831515956498,0.387065986704621
"M",600,5,0.6,0.11831515956498,0.387065986704621
"M",600,5,0.62,0.119641957659708,0.388771615697302
"M",600,5,0.64,0.119641957659708,0.388771615697302
"M",600,5,0.66,0.119641957659708,0.388771615697302
"M",600,5,0.68,0.112766295084275,0.384595423226179
"M",600,5,0.7,0.112766295084275,0.384595423226179
"M",600,5,0.72,0.126767879545501,0.387931599192596
"M",600,5,0.74,0.126767879545501,0.387931599192596
"M",600,5,0.76,0.124782590240497,0.390242910865639
"M",600,5,0.78,0.124782590240497,0.390242910865639
"M",600,5,0.8,0.144932596936613,0.388355126366127
"M",600,5,0.82,0.148009321898517,0.388779797847193
"M",600,5,0.84,0.146951161317488,0.389128285123528
"M",600,5,0.86,0.134491381050922,0.386775129002246
"M",600,5,0.88,0.134491381050922,0.386775129002246
"M",600,5,0.9,0.134491381050922,0.386775129002246
"M",600,5,0.92,0.134491381050922,0.386775129002246
"M",600,5,0.94,0.134491381050922,0.386775129002246
"M",600,5,0.96,0.134491381050922,0.386775129002246
"M",600,5,0.98,0.146967421083503,0.388434666270254
"M",600,5,1,0.134491381050922,0.386775129002246
"M",600,6,0.02,NA,NA
"M",600,6,0.04,NA,NA
"M",600,6,0.06,NA,NA
"M",600,6,0.08,NA,NA
"M",600,6,0.1,NA,NA
"M",600,6,0.12,NA,NA
"M",600,6,0.14,NA,NA
"M",600,6,0.16,NA,NA
"M",600,6,0.18,NA,NA
"M",600,6,0.2,NA,NA
"M",600,6,0.22,NA,NA
"M",600,6,0.24,NA,NA
"M",600,6,0.26,NA,NA
"M",600,6,0.28,NA,NA
"M",600,6,0.3,NA,NA
"M",600,6,0.32,NA,NA
"M",600,6,0.34,NA,NA
"M",600,6,0.36,0.129209569903012,0.222781552642949
"M",600,6,0.38,0.128590027659961,0.228140548093111
"M",600,6,0.4,0.128590027659961,0.228140548093111
"M",600,6,0.42,0.145182688575733,0.297380787591384
"M",600,6,0.44,0.145372505873353,0.298218698907738
"M",600,6,0.46,0.144229131393632,0.298766358954158
"M",600,6,0.48,0.144126584510795,0.299652005948273
"M",600,6,0.5,0.144126584510795,0.299652005948273
"M",600,6,0.52,0.144126584510795,0.299652005948273
"M",600,6,0.54,0.126137220164518,0.35707510344905
"M",600,6,0.56,0.128524821709476,0.359462256179743
"M",600,6,0.58,0.129141030534659,0.35778753387595
"M",600,6,0.6,0.127916132899247,0.358495395613219
"M",600,6,0.62,0.128293721247758,0.360048316155505
"M",600,6,0.64,0.129939551788066,0.358945913663879
"M",600,6,0.66,0.129939551788066,0.358945913663879
"M",600,6,0.68,0.125984544302714,0.360295725886706
"M",600,6,0.7,0.125984544302714,0.360295725886706
"M",600,6,0.72,0.129939551788066,0.358945913663879
"M",600,6,0.74,0.129390686897229,0.359606383769892
"M",600,6,0.76,0.125984544302714,0.360295725886706
"M",600,6,0.78,0.125984544302714,0.360295725886706
"M",600,6,0.8,0.112109006490737,0.363949338600349
"M",600,6,0.82,0.112109006490737,0.363949338600349
"M",600,6,0.84,0.112109006490737,0.363949338600349
"M",600,6,0.86,0.111240365988154,0.363363535884587
"M",600,6,0.88,0.117082329053461,0.362804788862038
"M",600,6,0.9,0.111616578519844,0.361739490701201
"M",600,6,0.92,0.11148291947506,0.360227149049458
"M",600,6,0.94,0.107486003179636,0.362721545105294
"M",600,6,0.96,0.100321630125015,0.357219119456548
"M",600,6,0.98,0.0885411256313269,0.353938084312235
"M",600,6,1,0.112582360075422,0.361270490224303
"M",600,7,0.02,NA,NA
"M",600,7,0.04,NA,NA
"M",600,7,0.06,NA,NA
"M",600,7,0.08,NA,NA
"M",600,7,0.1,NA,NA
"M",600,7,0.12,NA,NA
"M",600,7,0.14,NA,NA
"M",600,7,0.16,NA,NA
"M",600,7,0.18,NA,NA
"M",600,7,0.2,NA,NA
"M",600,7,0.22,NA,NA
"M",600,7,0.24,NA,NA
"M",600,7,0.26,NA,NA
"M",600,7,0.28,NA,NA
"M",600,7,0.3,NA,NA
"M",600,7,0.32,NA,NA
"M",600,7,0.34,NA,NA
"M",600,7,0.36,NA,NA
"M",600,7,0.38,NA,NA
"M",600,7,0.4,0.0945569569523067,0.254705285770611
"M",600,7,0.42,0.0920342857546533,0.257661534539148
"M",600,7,0.44,0.0920342857546533,0.257661534539148
"M",600,7,0.46,0.0920342857546533,0.257661534539148
"M",600,7,0.48,0.0920342857546533,0.257661534539148
"M",600,7,0.5,0.0966815746066859,0.295333294350816
"M",600,7,0.52,0.0972152218209403,0.292561176250429
"M",600,7,0.54,0.103888318824712,0.29249274169522
"M",600,7,0.56,0.10089493087447,0.331711762266969
"M",600,7,0.58,0.10089493087447,0.331711762266969
"M",600,7,0.6,0.101257630847213,0.333067719132251
"M",600,7,0.62,0.101257630847213,0.333067719132251
"M",600,7,0.64,0.101257630847213,0.333067719132251
"M",600,7,0.66,0.101257630847213,0.333067719132251
"M",600,7,0.68,0.101191234019673,0.333212125063124
"M",600,7,0.7,0.101270818142742,0.33325861997345
"M",600,7,0.72,0.103673018832069,0.337082950364299
"M",600,7,0.74,0.101259368719762,0.33307068989095
"M",600,7,0.76,0.102512781220885,0.337524110849526
"M",600,7,0.78,0.102512781220885,0.337524110849526
"M",600,7,0.8,0.103673018832069,0.337082950364299
"M",600,7,0.82,0.102512781220885,0.337524110849526
"M",600,7,0.84,0.102512781220885,0.337524110849526
"M",600,7,0.86,0.102512781220885,0.337524110849526
"M",600,7,0.88,0.100537173530755,0.340777040889946
"M",600,7,0.9,0.100292400741449,0.339401697992096
"M",600,7,0.92,0.108589722845267,0.335291098077592
"M",600,7,0.94,0.102568941688716,0.337879265897453
"M",600,7,0.96,0.0966663450943906,0.332431339777054
"M",600,7,0.98,0.102770051529093,0.33733849198347
"M",600,7,1,0.0884590987716254,0.329737019477033
"M",600,8,0.02,NA,NA
"M",600,8,0.04,NA,NA
"M",600,8,0.06,NA,NA
"M",600,8,0.08,NA,NA
"M",600,8,0.1,NA,NA
"M",600,8,0.12,NA,NA
"M",600,8,0.14,NA,NA
"M",600,8,0.16,NA,NA
"M",600,8,0.18,NA,NA
"M",600,8,0.2,NA,NA
"M",600,8,0.22,NA,NA
"M",600,8,0.24,NA,NA
"M",600,8,0.26,NA,NA
"M",600,8,0.28,NA,NA
"M",600,8,0.3,NA,NA
"M",600,8,0.32,NA,NA
"M",600,8,0.34,NA,NA
"M",600,8,0.36,NA,NA
"M",600,8,0.38,NA,NA
"M",600,8,0.4,NA,NA
"M",600,8,0.42,0.0829963346877172,0.252762261078718
"M",600,8,0.44,0.0829963346877172,0.252762261078718
"M",600,8,0.46,0.0829963346877172,0.252762261078718
"M",600,8,0.48,0.0829963346877172,0.252762261078718
"M",600,8,0.5,0.0829963346877172,0.252762261078718
"M",600,8,0.52,0.0829963346877172,0.252762261078718
"M",600,8,0.54,0.0829963346877172,0.252762261078718
"M",600,8,0.56,0.0822687698062952,0.253640287539985
"M",600,8,0.58,0.0851844333981881,0.302388566015358
"M",600,8,0.6,0.0850933591568869,0.301369459532011
"M",600,8,0.62,0.0832220684462368,0.301463359958721
"M",600,8,0.64,0.0974945014299126,0.314018246789801
"M",600,8,0.66,0.0974945014299126,0.314018246789801
"M",600,8,0.68,0.0951923414793913,0.315620152477435
"M",600,8,0.7,0.0980912972152479,0.314912640035956
"M",600,8,0.72,0.0953658474423012,0.316038867920404
"M",600,8,0.74,0.0962388216653602,0.316641865345437
"M",600,8,0.76,0.0956842208117798,0.317363521330733
"M",600,8,0.78,0.096818777955471,0.315708693935305
"M",600,8,0.8,0.096818777955471,0.315708693935305
"M",600,8,0.82,0.0967053274525334,0.318604742704563
"M",600,8,0.84,0.0977254911473287,0.316474474450009
"M",600,8,0.86,0.0972693138110274,0.32115242825112
"M",600,8,0.88,0.0983744786086003,0.320376960757466
"M",600,8,0.9,0.0971621041024946,0.320778323829087
"M",600,8,0.92,0.0972677009316409,0.321588233914563
"M",600,8,0.94,0.0972677009316409,0.321588233914563
"M",600,8,0.96,0.0844982354714492,0.313760610455819
"M",600,8,0.98,0.0968807798343181,0.321407385100683
"M",600,8,1,0.0971390939977888,0.321862932741523
"M",600,10,0.02,NA,NA
"M",600,10,0.04,NA,NA
"M",600,10,0.06,NA,NA
"M",600,10,0.08,NA,NA
"M",600,10,0.1,NA,NA
"M",600,10,0.12,NA,NA
"M",600,10,0.14,NA,NA
"M",600,10,0.16,NA,NA
"M",600,10,0.18,NA,NA
"M",600,10,0.2,NA,NA
"M",600,10,0.22,NA,NA
"M",600,10,0.24,NA,NA
"M",600,10,0.26,NA,NA
"M",600,10,0.28,NA,NA
"M",600,10,0.3,NA,NA
"M",600,10,0.32,NA,NA
"M",600,10,0.34,NA,NA
"M",600,10,0.36,NA,NA
"M",600,10,0.38,NA,NA
"M",600,10,0.4,NA,NA
"M",600,10,0.42,NA,NA
"M",600,10,0.44,NA,NA
"M",600,10,0.46,0.0749458970288828,0.231657175347967
"M",600,10,0.48,0.0749458970288828,0.231657175347967
"M",600,10,0.5,0.0756548041009724,0.232122882625265
"M",600,10,0.52,0.0771093566838958,0.232349942068138
"M",600,10,0.54,0.0771093566838958,0.232349942068138
"M",600,10,0.56,0.0756548041009724,0.232122882625265
"M",600,10,0.58,0.0756548041009724,0.232122882625265
"M",600,10,0.6,0.0771093566838958,0.232349942068138
"M",600,10,0.62,0.0710606348554357,0.248545532276819
"M",600,10,0.64,0.0783585555198763,0.282025903360874
"M",600,10,0.66,0.0783585555198763,0.282025903360874
"M",600,10,0.68,0.0795007742906397,0.283921072567049
"M",600,10,0.7,0.0807648149865166,0.284175385672948
"M",600,10,0.72,0.079302572356303,0.284366943181513
"M",600,10,0.74,0.0786793372700951,0.28415745427486
"M",600,10,0.76,0.0786793372700951,0.28415745427486
"M",600,10,0.78,0.0792701549039303,0.284227044767823
"M",600,10,0.8,0.0798068052480308,0.284380690300315
